id;spanish;english
18.1.5;arte/estilo clásico/moderno;classic/modern art/style
18.1.6;crear;to create
18.1.7;diseñar;to design
18.1.8;fotografiar;to photograph
18.1.9;artístico;artistic
18.1.10;ser un genio;to be a genius
18.2.1;música;music
18.2.2;danza;dance
18.2.3;baile;dance
18.2.4;bailarín;dancer
18.2.5;ballet;ballet
18.2.6;orquesta;orchestra
18.2.7;grupo (musical);(musical) group
18.2.8;letra (de una canción);lyrics (of a song)
18.2.9;compositor;composer
18.2.10;director de orquesta;conductor
18.2.11;guitarrista;guitarist
18.2.12;pianista;pianist
18.2.13;violinista;violonist
18.3.1;escultura;sculpture
18.3.2;pintura;painting
18.3.3;diseñador;designer
18.3.4;escultor;sculptor
18.3.5;pintar un cuadro/paisaje/retrato;to paint a picture/landscape/portrait
18.3.6;construir un acueducto/una muralla/mezquita/sinagoga;to build an aqueduct/wall/mosque/synagogue
18.4.1;literatura;literature
18.4.2;poeta;poet
18.4.3;novelista;novelist
18.4.4;traductor;translator
18.4.5;personaje;character
18.4.6;protagonista;protagonist
18.4.7;poema;poem
18.4.8;(auto)biografía;(auto)biography
18.4.9;literatura clásica/moderna;classic/modern literature
18.4.10;novela policiaca/histórica/de amor/de ciencia ficción/de aventuras;detective/historical/love/science fiction/adventure novel
18.4.11;contar (la historia de);to tell (the story of)
18.4.12;tratar de;to try to
18.5.1;fotografía;photography
18.5.2;cámara digital;digital camera
18.5.3;foto(grafía) digital/en color/en blanco y negro;digital/color/black and white photo(graphy)
18.5.4;flash;flash
18.5.5;zum;zoom
18.5.6;álbum de fotos;photo album
18.5.7;tomar/sacar una foto;to take a photo
18.5.8;hacer una copia;to make a copy
18.5.9;imprimir;to print
18.6.1;cine;cinema
18.6.2;teatro;theater
18.6.3;cartelera;billboard
18.6.4;día del espectador;audience day
18.6.5;espectáculo;show
18.6.6;comedia;comedy
18.6.7;drama;drama
18.6.8;asiento;seat
18.6.9;escenario;stage
18.6.10;película policiaca/romántica/de amor/de terror/de risa/de ciencia ficción/de acción/de aventuras/de guerra/de dibujos animados;"detective/romantic/love/horror/comedy/
science fiction/action/adventure/war/
cartoon movie"
18.6.11;película en versión original/doblada/subtitulada;original/dubbed/subtitled movie
18.6.12;final feliz/triste/abierto;happy/sad/open ending
18.6.13;hacer una película;to make/shoot a movie
18.6.14;poner una película/una obra de teatro;to watch a movie/theater play
19.1.1;religión;religion
19.1.2;el Papa;Pope
19.1.3;san;saint
19.1.4;santo;holy
19.1.5;creyente;believer
19.1.6;ateo;atheist
19.1.7;sacerdote;priest
19.1.8;ir a misa;to go to Mass
19.1.9;Iglesia católica/anglicana/evangélica;Catholic/Anglican/Evangelical Church
19.1.10;Biblia;Bible
19.1.11;Corán;Koran
19.1.12;Torá;Torah
19.1.13;cielo;heaven
19.1.14;infierno;hell
19.1.15;cristiano;Christian
19.1.16;católico;Catholic
19.1.17;protestante;Protestant
19.1.18;ortodoxo;Orthodox
19.1.19;practicar la religión;to practise a religion
19.1.20;celebrar una boda;to celebrate a wedding
19.1.21;rezar;to pray
19.2.1;filosofía;philosophy
19.2.2;pensar;to think
20.1.1;geografía;geography
20.1.2;naturaleza;nature
20.1.3;universo;universe
20.1.4;espacio;space
20.1.5;horóscopo;horoscope
20.1.6;atmósfera;atmosphere
20.1.7;astronauta;astronaut
20.1.8;cohete;rocket
20.1.9;satélite;satelite
20.1.10;viaje espacial;space travel
20.1.11;universal;universal
20.1.12;mundial;global
20.1.13;aterrizar;to land
20.1.14;paisaje;landscape
20.1.15;comunidad autónoma;autonomous community
20.1.16;población;population
20.1.17;hemisferio/polo norte/sur;north/south hemisphere/pole
20.1.18;Oriente;East
20.1.19;Occidente;West
20.1.20;oriental;oriental
20.1.21;occidental;western
20.1.22;(inter)nacional;(inter)national
20.1.23;regional;regional
20.1.24;emi/inmigrante;emi/immigrant
20.1.25;geográfico;geographical
20.1.26;vista;view
20.1.27;continente;mainland, continent
20.1.28;península;peninsula
20.1.29;valle;valley
20.1.30;lago;lake
20.1.31;selva;jungle
20.1.32;océano;ocean
20.1.33;mar;sea
20.1.34;tierra/suelo húmedo/seco;wet/dry earth/soil
20.3.1;espacios urbanos o rústicos;urban or rustic spaces
20.3.2;ciudad;city
20.3.3;(las) afueras;(the) outskirts
20.3.4;comisaría de policía;police station
20.3.5;parque de bomberos;fire station
20.3.6;barrio/zona comercial/residencial/industrial;commercial/residential/industrial neighbourhood/area
20.3.7;casco histórico/antiguo;old/historic town
20.3.8;céntrico;centre
20.3.9;campo;countryside
20.3.10;camino;road
20.3.11;huerta;orchard
20.3.12;prado;meadow
20.3.13;tierra;land
20.3.14;cultivo;cultivation
20.3.15;plantar;to plant
20.3.16;cultivar;to cultivate
20.3.17;regar;to water
20.4.1;clima;climate
20.4.2;tiempo atmosférico;weather
20.4.3;estación (del año);season (of year)
20.4.4;granizo;hail
20.4.5;hielo;ice
20.4.6;huracán;hurricane
20.4.7;clima seco/húmedo;dry/wet climate
20.4.8;nublarse;to get cloudy
20.4.9;salir el sol;to get out the sun
20.4.10;estar (el cielo) despejado/nublado;to be (sky) clear/cloudy
20.5.1;fauna;fauna
20.5.2;mamifero;mammal
20.5.3;insecto;insect
20.5.4;ave;bird
20.5.5;reptil;reptile
20.5.6;animal doméstico/salvaje/de compañía;domestic/wild/companion (pet) animal
20.5.7;animales de granja;farm animals
20.5.8;conejo;rabbit
20.5.9;oveja;sheep
20.5.10;cordero;lamb
20.5.11;gallo;rooster
20.5.12;gallina;hen
20.5.13;animales salvajes;wild animals
20.5.14;león;lion
20.5.15;tigre;tiger
20.5.16;elefante;elephant
20.5.17;serpiente;snake
20.5.18;cocodrilo;crocodile
20.6.1;flora;flora
20.6.2;parque natural;natural park
20.6.3;hierba;grass
20.6.4;césped;lawn
20.6.5;tronco;trunk
20.6.6;hoja;leaf
20.6.7;rama;branch
20.6.8;raíz;root
20.6.9;planta de interior/exterior;indoor/outdoor plant
20.6.10;árbol frutal;fruit tree
20.6.11;plantar un árbol;to plant a tree
20.6.12;regar las plantas/el jardin;to water plants/garden
20.6.13;caerse/secarse las hojas;to fall off/dry leaves
20.6.14;cortar una flor;to cut a flower
20.7.1;problemas medioambientales;environmental problems
20.7.2;desastres naturales;natural disasters
20.7.3;contaminación;pollution
20.7.4;polución;pollution
20.7.5;terremonto;earthquake
20.7.6;ecologista;ecologist
20.7.7;reciclaje;recycling
20.7.8;papel/cartón/vidrio reciclado;recycled paper/cardboard/glass
20.7.9;contenedor de papel/de vidrio;paper/glass container
20.7.10;cambio climático;climate change
20.7.11;energía alternativa;alternative energy
20.7.12;recursos naturales;natural resources
20.7.13;agujero de la capa de ozono;ozone layer hole
20.7.14;contaminado;polluted
20.7.15;contaminante;polluting
20.7.16;tóxico;toxic
20.7.17;cuidar/respetar/proteger/conservar el medio ambiente/la naturaleza;to care/respect/protect/conserve the environment/nature
20.7.18;reciclar vidrio/pilas/papel/cartón/latas;to recycle glass/batteries/paper/cardboard/cans
